id,paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
996,0,1,394,0,1,1
997,0,5,67,0,1,0
998,1,4,151,0,0,1
999,0,5,97,0,1,0
1000,1,2,74,0,1,1
1001,0,3,448,0,1,1
1002,0,4,108,0,1,1
1003,1,3,339,0,1,1
1004,1,5,42,0,1,0
1005,0,2,65,0,0,1
1006,0,2,195,0,1,1
1007,1,5,52,0,0,0
1008,1,7,319,0,1,1
1009,1,2,335,0,1,1
1010,1,3,251,0,1,1
1011,0,4,217,0,1,1
1012,1,5,303,0,1,1
1013,0,2,294,0,1,1
1014,0,1,140,0,1,1
1015,0,2,446,0,1,1
1016,1,2,186,0,1,1
1017,0,2,356,0,1,1
1018,1,5,44,0,0,1
1019,1,3,311,0,1,1
1020,1,5,88,0,0,1
1021,0,2,55,0,0,0
1022,1,2,94,0,1,1
1023,1,3,78,0,1,1
1024,0,1,244,0,1,1
1025,1,4,355,0,1,1
1026,1,3,412,0,1,1
1027,0,5,16,0,0,0
1028,0,3,125,0,0,1
1029,0,3,276,0,1,1
1030,1,5,346,0,1,1
1031,1,4,292,0,1,1
1032,1,5,359,0,1,1
1033,1,4,260,0,1,1
1034,1,2,198,0,1,1
1035,1,5,240,0,1,1
1036,0,2,22,0,0,0
1037,1,3,276,0,1,1
1038,0,2,45,0,1,0
1039,1,1,374,0,1,1
1040,0,3,50,0,0,0
1041,1,5,479,0,1,1
1042,0,4,339,0,1,1
1043,1,3,324,0,1,1
1044,1,2,230,0,1,1
1045,1,4,60,0,0,1
1046,1,5,143,0,0,1
1047,0,1,210,0,1,1
1048,1,4,233,0,1,1
1049,1,3,467,0,1,1
1050,1,4,377,0,1,1
1051,1,2,476,0,1,1
1052,1,5,189,0,1,1
1053,1,4,88,0,0,0
1054,1,1,263,0,1,1
1055,0,4,409,0,1,1
1056,1,5,129,0,1,1
1057,1,4,277,0,1,1
1058,1,5,163,0,1,1
1059,1,3,95,0,1,1
1060,0,5,103,0,0,1
1061,1,4,425,0,1,1
1062,0,4,462,0,1,1
1063,1,3,446,0,1,1
1064,0,4,39,0,1,0
1065,1,4,184,0,1,1
1066,0,2,203,0,1,1
1067,0,3,452,0,1,1
1068,1,5,326,0,1,1
1069,1,3,375,0,1,1
1070,1,5,97,0,0,1
1071,0,5,268,0,1,1
1072,0,3,133,0,1,1
1073,0,3,88,0,0,0
1074,0,5,74,0,0,1
1075,1,3,384,0,1,1
1076,1,4,39,0,0,0
1077,1,5,25,0,0,0
1078,1,5,112,0,1,1
1079,1,2,212,0,1,1
1080,0,4,301,0,1,1
1081,0,4,397,0,1,1
1082,1,4,213,0,1,1
1083,0,3,187,0,1,1
1084,1,4,419,0,1,1
1085,1,3,164,0,1,1
1086,1,1,390,0,1,1
1087,0,5,120,0,1,1
1088,1,5,473,0,1,1
1089,1,3,82,0,0,0
1090,0,3,29,0,0,0
1091,0,3,95,0,0,1
1092,1,2,261,0,1,1
1093,1,3,192,0,1,1
1094,1,4,274,0,1,1
1095,0,2,44,0,0,1
1096,1,4,434,0,1,1
1097,0,2,370,0,1,1
1098,0,3,258,0,1,1
1099,1,3,177,0,1,1
1100,1,3,434,0,1,1
1101,0,5,180,0,1,1
1102,1,4,418,0,1,1
1103,1,4,90,0,1,1
1104,0,3,219,0,1,1
1105,0,4,396,0,1,1
1106,1,3,345,0,1,1
1107,0,3,160,0,1,1
1108,0,4,198,0,1,1
1109,1,2,276,0,1,1
1110,1,3,350,0,1,1
1111,1,4,100,0,1,1
1112,0,2,131,0,1,1
1113,1,2,387,0,1,1
1114,1,3,192,0,1,1
1115,1,3,136,0,1,1
1116,1,4,379,0,1,1
1117,0,4,251,0,1,1
1118,1,5,269,0,1,1
1119,0,4,123,0,1,1
1120,0,1,414,0,1,1
1121,0,1,447,0,1,1
1122,1,3,54,0,0,0
1123,1,5,199,0,1,1
1124,1,4,229,0,1,1
1125,0,5,87,0,0,0
1126,0,4,407,0,1,1
1127,0,1,313,0,1,1
1128,1,3,78,0,1,1
1129,0,5,93,0,0,1
1130,1,5,230,0,1,1
1131,1,5,309,0,1,1
1132,1,2,218,0,1,1
1133,0,3,408,0,1,1
1134,0,7,176,0,1,1
1135,1,3,301,0,1,1
1136,1,3,372,0,1,1
1137,1,4,147,0,1,1
1138,0,7,45,0,0,1
1139,1,5,279,0,1,1
1140,0,3,46,0,0,0
1141,1,4,479,0,1,1
1142,0,2,13,0,0,0
1143,1,4,300,0,1,1
1144,0,5,188,0,1,1
1145,1,1,91,0,1,1
1146,0,4,235,0,1,1
1147,1,3,79,0,0,1
1148,1,2,116,0,1,1
1149,1,5,395,0,1,1
1150,1,2,323,0,1,1
1151,1,4,184,0,1,1
1152,1,3,432,0,1,1
1153,1,4,23,0,0,0
1154,1,2,198,0,1,1
1155,0,1,62,0,0,1
1156,0,3,92,0,0,1
1157,0,5,226,0,1,1
1158,1,5,448,0,1,1
1159,0,4,369,0,1,1
1160,1,3,382,0,1,1
1161,1,4,50,0,0,1
1162,1,3,391,0,1,1
1163,1,3,272,0,1,1
1164,0,4,44,0,1,0
1165,1,3,285,0,1,1
1166,0,2,85,0,0,1
1167,1,5,466,0,1,1
1168,0,3,442,0,1,1
1169,0,4,95,0,1,1
1170,1,5,329,0,1,1
1171,0,7,224,0,1,1
1172,0,3,226,0,1,1
1173,0,5,164,0,1,1
1174,1,5,325,0,1,1
1175,1,3,313,0,1,1
1176,1,2,42,0,0,1
1177,1,2,327,0,1,1
1178,1,5,345,0,1,1
1179,0,5,467,0,1,1
1180,1,5,247,0,1,1
1181,1,2,18,0,0,1
1182,1,4,158,0,1,1
1183,1,2,180,0,1,1
1184,0,2,376,0,1,1
1185,0,4,332,0,1,1
1186,1,5,382,0,1,1
1187,1,3,461,0,1,1
1188,0,4,54,0,0,0
1189,1,4,176,0,1,1
1190,0,4,401,0,1,1
1191,0,4,303,0,1,1
1192,1,3,108,0,1,1
1193,0,4,258,0,1,1
1194,1,4,264,0,1,1
1195,1,2,384,0,1,1
1196,1,2,272,0,1,1
1197,1,3,157,0,0,1
1198,0,7,103,0,1,1
1199,1,4,383,0,1,1
1200,0,4,321,0,1,1
1201,0,7,213,0,1,1
1202,1,1,195,0,1,1
1203,0,2,471,0,1,1
1204,1,4,460,0,1,1
1205,1,3,255,0,1,1
1206,1,5,196,0,1,1
1207,0,3,66,0,1,1
1208,1,2,225,0,1,1
1209,1,3,69,0,0,1
1210,1,2,216,0,1,1
1211,1,5,236,0,1,1
1212,0,5,291,0,1,1
1213,0,2,29,0,0,0
1214,1,2,120,0,1,1
1215,1,2,317,0,1,1
1216,1,7,440,0,1,1
1217,1,3,123,0,1,1
1218,0,3,135,0,1,1
1219,0,3,34,0,0,0
1220,0,5,321,0,1,1
1221,1,3,344,0,1,1
1222,0,3,335,0,1,1
1223,1,3,53,0,0,1
1224,0,2,47,0,0,0
1225,1,4,309,0,1,1
1226,1,5,138,0,1,1
1227,1,3,92,0,0,1
1228,1,4,270,0,1,1
1229,1,4,108,0,1,1
1230,0,3,456,0,1,1
1231,1,4,119,0,1,1
1232,0,3,376,0,1,1
1233,1,5,46,0,0,0
1234,1,2,339,0,1,1
1235,1,5,332,0,1,1
1236,1,2,359,0,1,1
1237,1,4,371,0,1,1
1238,0,3,136,0,1,1
1239,1,5,430,0,1,1
1240,1,1,165,0,1,1
1241,1,2,397,0,1,1
1242,1,3,348,0,1,1
1243,0,3,81,0,1,1
1244,0,3,168,0,1,1
1245,1,2,216,0,1,1
1246,1,3,59,0,0,0
1247,1,2,107,0,1,1
1248,0,4,52,0,1,1
1249,1,2,186,0,1,1
1250,1,3,79,0,1,1
1251,0,7,168,0,1,1
1252,1,5,284,0,1,1
1253,0,5,270,0,1,1
1254,0,2,387,0,1,1
1255,0,4,479,0,1,1
1256,0,2,448,0,1,1
1257,1,5,16,0,0,1
1258,0,7,401,0,1,1
1259,1,5,48,0,0,1
1260,0,4,130,0,1,1
1261,0,5,340,0,1,1
1262,1,3,246,0,1,1
1263,1,4,240,0,1,1
1264,1,4,24,0,0,0
1265,1,5,96,0,0,1
1266,1,3,472,0,1,1
1267,0,7,198,0,1,1
1268,1,4,278,0,1,1
1269,1,5,135,0,1,0
1270,1,4,373,0,1,1
1271,0,3,44,0,0,0
1272,1,4,176,0,1,1
1273,1,3,225,0,1,1
1274,1,3,340,0,1,1
1275,1,5,174,0,1,1
1276,1,4,95,0,1,0
1277,1,3,246,0,1,1
1278,1,2,22,0,0,0
1279,0,3,474,0,1,1
1280,1,4,357,0,1,1
1281,1,7,361,0,1,1
1282,0,3,82,0,1,1
1283,0,7,239,0,1,1
1284,0,2,416,0,1,1
1285,1,3,294,0,1,1
1286,1,7,24,0,0,0
1287,0,5,249,0,1,1
1288,1,5,166,0,1,1
1289,0,5,476,0,1,1
1290,0,5,260,0,1,1
1291,1,3,49,0,0,1
1292,1,2,397,0,1,1
1293,0,3,409,0,1,1
1294,1,5,206,0,1,1
1295,1,2,156,0,1,1
1296,1,2,397,0,1,1
1297,0,4,157,0,1,1
1298,0,4,213,0,1,1
1299,1,3,54,0,1,1
1300,1,5,96,0,1,1
1301,0,4,299,0,1,1
1302,0,5,303,0,1,1
1303,1,4,128,0,1,1
1304,1,3,194,0,1,1
1305,0,1,387,0,1,1
1306,1,4,292,0,1,1
1307,1,3,145,0,1,1
1308,0,2,303,0,1,1
1309,0,7,152,0,1,1
1310,1,2,292,0,1,1
1311,0,7,443,0,1,1
1312,0,2,289,0,1,1
1313,1,2,188,0,1,1
1314,0,4,245,0,1,1
1315,1,4,19,0,0,0
1316,0,7,333,0,1,1
1317,0,3,439,0,1,1
1318,1,4,123,0,1,1
1319,1,4,109,0,0,1
1320,1,2,402,0,1,1
1321,1,2,53,0,0,1
1322,1,4,465,0,1,1
1323,1,3,139,0,1,1
1324,0,3,28,0,0,1
1325,1,3,57,0,0,1
1326,1,5,62,0,0,1
1327,0,2,77,0,1,1
1328,0,3,479,0,1,1
1329,0,4,384,0,1,1
1330,1,3,219,0,1,1
1331,1,3,168,0,1,1
1332,0,5,76,0,0,1
1333,1,4,273,0,1,1
1334,1,3,180,0,1,1
1335,1,2,368,0,1,1
1336,0,2,459,0,1,1
1337,0,3,228,0,1,1
1338,1,4,182,0,1,1
1339,1,2,148,0,1,1
1340,1,3,327,0,1,1
1341,0,2,419,0,1,1
1342,0,4,433,0,1,1
1343,1,2,456,0,1,1
1344,1,5,303,0,1,1
1345,1,2,55,0,0,0
1346,0,5,42,0,0,1
1347,1,5,449,0,1,1
1348,1,7,277,0,1,1
1349,1,3,423,0,1,1
1350,1,4,65,0,1,0
1351,0,5,409,0,1,1
1352,1,4,165,0,1,1
1353,1,5,358,0,1,1
1354,0,3,16,0,0,0
1355,1,5,388,0,1,1
1356,0,2,313,0,1,1
1357,0,1,109,0,1,1
1358,1,3,246,0,1,1
1359,0,4,432,0,1,1
1360,1,5,47,0,0,1
1361,1,3,134,0,1,1
1362,1,4,50,0,0,0
1363,1,5,261,0,1,1
1364,1,3,27,0,0,0
1365,0,7,274,0,1,1
1366,0,5,423,0,1,1
1367,1,4,37,0,0,0
1368,1,4,254,0,1,1
1369,0,4,270,0,1,1
1370,0,3,125,0,1,0
1371,1,3,224,0,1,1
1372,0,2,435,0,1,1
1373,1,3,410,0,1,1
1374,1,7,166,0,1,1
1375,1,4,64,0,0,1
1376,1,5,303,0,1,1
1377,1,2,31,0,0,0
1378,1,3,196,0,0,1
1379,1,4,252,0,1,1
1380,1,2,479,0,1,1
1381,1,5,288,0,1,1
1382,0,3,145,0,1,1
1383,1,5,341,0,1,1
1384,1,3,359,0,1,1
1385,0,3,317,0,1,1
1386,1,5,364,0,1,1
1387,1,4,219,0,1,1
1388,1,7,290,0,1,1
1389,1,5,413,0,1,1
1390,1,4,361,0,1,1
1391,1,5,102,0,0,1
1392,0,2,443,0,1,1
1393,0,4,190,0,1,1
1394,0,4,341,0,1,1
1395,1,4,142,0,1,1
1396,0,2,337,0,1,1
1397,1,3,456,0,1,1
1398,1,3,361,0,1,1
1399,1,4,302,0,1,1
1400,1,4,33,0,0,1
1401,0,3,126,0,1,1
1402,0,2,77,0,1,0
1403,1,2,281,0,1,1
1404,1,5,222,0,1,1
1405,1,4,380,0,1,1
1406,0,3,163,0,1,1
1407,1,3,91,0,1,1
1408,1,5,305,0,1,1
1409,1,7,408,0,1,1
1410,0,2,60,0,0,0
1411,0,5,286,0,1,1
1412,0,3,271,0,1,1
1413,1,5,81,0,0,1
1414,0,5,78,0,1,1
1415,1,4,398,0,1,1
1416,0,3,391,0,1,1
1417,0,2,327,0,1,1
1418,1,4,365,0,1,1
1419,0,4,181,0,1,1
1420,1,5,390,0,1,1
1421,1,4,19,0,0,0
1422,1,4,234,0,1,1
1423,1,4,253,0,1,1
1424,1,5,268,0,1,1
1425,0,3,305,0,1,1
1426,1,5,122,0,1,1
1427,0,1,348,0,1,1
1428,1,2,329,0,1,1
1429,1,3,302,0,1,1
1430,0,4,382,0,1,1
1431,0,2,436,0,1,1
1432,0,3,367,0,1,1
1433,0,3,102,0,1,1
1434,1,3,54,0,0,1
1435,1,2,33,0,0,0
1436,0,1,246,0,1,1
1437,1,7,381,0,1,1
1438,0,3,233,0,1,1
1439,0,4,242,0,1,1
1440,1,3,86,0,1,1
1441,1,3,110,0,1,1
1442,0,2,435,0,1,1
1443,0,4,198,0,1,1
1444,1,3,17,0,0,0
1445,0,2,128,0,0,1
1446,0,3,374,0,1,1
1447,1,4,180,0,1,1
1448,1,4,356,0,1,1
1449,0,2,177,0,1,1
1450,0,3,50,0,0,0
1451,1,4,38,0,1,0
1452,1,3,469,0,1,1
1453,1,2,104,0,0,1
1454,0,4,44,0,0,0
1455,0,3,269,0,1,1
1456,1,4,222,0,1,1
1457,1,4,193,0,1,1
1458,0,4,452,0,1,1
1459,0,3,440,0,1,1
1460,0,5,167,0,1,1
1461,1,4,59,0,0,1
1462,1,2,202,0,1,1
1463,1,5,225,0,1,1
1464,0,3,169,0,1,1
1465,1,5,117,0,0,1
1466,1,4,192,0,1,1
1467,1,5,369,0,1,1
1468,0,4,49,0,0,0
1469,1,1,149,0,1,1
1470,1,2,108,0,1,1
1471,1,4,135,0,0,1
1472,0,5,272,0,1,1
1473,0,4,395,0,1,1
1474,0,4,343,0,1,1
1475,0,5,43,0,1,0
1476,1,4,111,0,1,1
1477,0,4,20,0,0,0
1478,1,1,397,0,1,1
1479,1,5,237,0,1,1
1480,0,7,112,0,1,1
1481,1,4,264,0,1,1
1482,0,3,235,0,1,1
1483,0,3,379,0,1,1
1484,1,3,433,0,1,1
1485,1,4,122,0,1,1
1486,0,2,357,0,1,1
1487,1,3,331,0,1,1
1488,1,4,171,0,1,1
1489,1,4,65,0,1,0
1490,1,5,460,0,1,1
1491,1,2,474,0,1,1
1492,0,4,376,0,1,1
1493,1,3,473,0,1,1
1494,0,4,165,0,1,1
1495,0,7,243,0,1,1
1496,0,4,244,0,1,1
1497,1,5,329,0,1,1
1498,0,3,441,0,1,1
1499,1,4,232,0,1,1
1500,1,2,265,0,1,1
1501,1,2,16,0,1,0
1502,1,5,225,0,1,1
1503,1,4,436,0,1,1
1504,1,3,217,0,1,1
1505,1,7,181,0,1,1
1506,0,3,232,0,1,1
1507,0,3,415,0,1,1
1508,0,2,476,0,1,1
1509,1,2,67,0,0,0
1510,1,3,444,0,1,1
1511,1,4,60,0,0,1
1512,1,2,117,0,0,1
1513,0,5,297,0,1,1
1514,0,3,350,0,1,1
1515,0,4,387,0,1,1
1516,0,2,301,0,1,1
1517,0,2,268,0,1,1
1518,1,4,59,0,0,0
1519,0,5,409,0,1,1
1520,1,4,69,0,0,0
1521,1,4,151,0,1,1
1522,0,4,474,0,1,1
1523,1,3,444,0,1,1
1524,1,7,65,0,1,1
1525,1,4,330,0,1,1
1526,1,4,335,0,1,1
1527,1,5,305,0,1,1
1528,1,4,139,0,1,1
1529,0,2,123,0,1,1
1530,1,4,458,0,1,1
1531,0,2,288,0,1,1
1532,1,4,311,0,1,1
1533,0,5,276,0,1,1
1534,1,2,85,0,1,1
1535,0,4,285,0,1,1
1536,1,2,345,0,1,1
1537,1,3,359,0,1,1
1538,1,4,441,0,1,1
1539,0,7,386,0,1,1
1540,0,7,58,0,0,1
1541,1,5,293,0,1,1
1542,1,5,249,0,1,1
1543,1,3,239,0,1,1
1544,0,4,253,0,1,1
1545,1,7,178,0,1,1
1546,1,2,123,0,1,1
1547,1,1,379,0,1,1
1548,1,5,197,0,1,1
1549,1,4,328,0,1,1
1550,1,2,86,0,0,1
1551,0,4,347,0,1,1
1552,1,2,398,0,1,1
1553,0,3,219,0,1,1
1554,1,2,356,0,1,1
1555,0,2,417,0,1,1
1556,1,4,314,0,1,1
1557,0,3,58,0,0,1
1558,0,4,427,0,1,1
1559,0,3,160,0,1,1
1560,1,5,207,0,1,1
1561,0,3,188,0,1,1
1562,1,4,244,0,1,1
1563,1,2,361,0,1,1
1564,1,4,180,0,1,1
1565,0,5,163,0,1,1
1566,1,2,407,0,1,1
1567,1,3,405,0,1,1
1568,1,3,456,0,1,1
1569,1,3,237,0,1,1
1570,0,3,71,0,0,0
1571,1,5,234,0,1,1
1572,1,4,291,0,1,1
1573,1,3,57,0,0,1
1574,1,3,205,0,1,1
1575,1,2,284,0,1,1
1576,1,5,476,0,1,1
1577,0,3,447,0,1,1
1578,1,5,102,0,0,1
1579,1,5,93,0,0,0
1580,1,2,66,0,0,0
1581,1,5,38,0,0,0
1582,1,2,312,0,1,1
1583,1,7,460,0,1,1
1584,0,4,17,0,0,0
1585,1,3,98,0,1,1
1586,1,4,166,0,1,1
1587,1,4,172,0,1,1
1588,1,4,197,0,1,1
1589,1,3,288,0,1,1
1590,1,7,278,0,1,1
1591,0,5,32,0,0,1
1592,1,7,362,0,1,1
1593,0,2,288,0,1,1
1594,1,2,258,0,1,1
1595,1,7,395,0,1,1
1596,1,3,310,0,1,1
1597,1,3,145,0,1,1
1598,1,7,302,0,1,1
1599,0,7,449,0,1,1
1600,1,4,108,0,1,1
1601,1,2,27,0,0,0
1602,0,3,408,0,1,1
1603,1,2,460,0,1,1
1604,1,5,414,0,1,1
1605,1,4,467,0,1,1
1606,1,7,427,0,1,1
1607,0,2,16,0,0,1
1608,0,3,364,0,1,1
1609,0,2,451,0,1,1
1610,0,7,289,0,1,1
1611,1,4,328,0,1,1
1612,1,3,297,0,1,1
1613,1,3,213,0,1,1
1614,1,3,285,0,1,1
1615,0,4,405,0,1,1
1616,1,7,82,0,1,1
1617,0,3,172,0,1,1
1618,1,5,289,0,1,1
1619,1,5,403,0,1,1
1620,1,5,289,0,1,1
1621,1,5,115,0,0,1
1622,0,2,310,0,1,1
1623,1,3,268,0,1,1
1624,1,3,353,0,1,1
1625,0,2,32,0,0,0
1626,0,2,417,0,1,1
1627,0,4,97,0,0,0
1628,1,2,392,0,1,1
1629,1,1,158,0,1,1
1630,0,4,31,0,0,0
1631,1,7,413,0,1,1
1632,0,4,237,0,1,1
1633,0,4,464,0,1,1
1634,1,3,456,0,1,1
1635,0,3,40,0,0,0
1636,1,3,253,0,1,1
1637,1,2,367,0,1,1
1638,1,4,70,0,0,0
1639,1,4,164,0,1,1
1640,0,2,331,0,1,1
1641,1,4,132,0,1,1
1642,1,2,454,0,1,1
1643,1,3,419,0,1,1
1644,1,5,309,0,1,1
1645,0,3,159,0,0,1
1646,1,2,14,0,0,0
1647,0,3,35,0,0,0
1648,0,2,271,0,1,1
1649,1,4,27,0,0,0
1650,1,5,234,0,1,1
1651,1,3,329,0,1,1
1652,0,4,433,0,1,1
1653,0,2,344,0,1,1
1654,1,5,88,0,0,1
1655,1,7,351,0,1,1
1656,1,5,292,0,1,1
1657,1,1,397,0,1,1
1658,1,5,147,0,1,1
1659,1,1,40,0,0,0
1660,0,5,243,0,1,1
1661,1,5,447,0,1,1
1662,0,3,228,0,1,1
1663,0,4,266,0,1,1
1664,1,3,459,0,1,1
1665,1,5,392,0,1,1
1666,0,5,238,0,1,1
1667,1,2,72,0,0,1
1668,1,3,464,0,1,1
1669,0,5,94,0,0,1
1670,1,3,428,0,1,1
1671,0,2,94,0,0,1
1672,0,5,330,0,1,1
1673,0,5,383,0,1,1
1674,0,2,350,0,1,1
1675,0,4,70,0,1,0
1676,1,4,259,0,1,1
1677,0,2,354,0,1,1
1678,0,4,58,0,0,1
1679,1,5,451,0,1,1
1680,1,4,313,0,1,1
1681,1,3,402,0,1,1
1682,0,4,455,0,1,1
1683,1,3,337,0,1,1
1684,1,4,242,0,1,1
1685,1,4,472,0,1,1
1686,1,4,442,0,1,1
1687,1,1,399,0,1,1
1688,0,5,296,0,1,1
1689,0,3,15,0,0,0
1690,0,3,380,0,1,1
1691,1,2,107,0,0,1
1692,1,3,125,0,1,1
1693,1,4,99,0,1,1
1694,1,3,227,0,1,1
1695,0,5,343,0,1,1
1696,1,5,39,0,0,0
1697,1,2,328,0,1,1
1698,1,5,182,0,1,1
1699,0,3,123,0,1,1
1700,0,3,468,0,1,1
1701,1,3,181,0,1,1
1702,0,4,249,0,1,1
1703,0,3,280,0,1,1
1704,1,2,256,0,1,1
1705,1,2,360,0,1,1
1706,1,4,305,0,1,1
1707,1,4,255,0,1,1
1708,1,2,87,0,0,1
1709,0,5,449,0,1,1
1710,0,4,177,0,1,1
1711,1,3,69,0,1,0
1712,1,4,16,0,0,0
1713,1,4,247,0,1,1
1714,0,5,463,0,1,1
1715,0,4,277,0,1,1
1716,1,4,348,0,1,1
1717,0,3,234,0,1,1
1718,1,5,207,0,1,1
1719,0,3,121,0,1,1
1720,0,5,201,0,1,1
1721,1,2,333,0,1,1
1722,1,5,354,0,1,1
1723,1,3,446,0,1,1
1724,1,1,354,0,1,1
1725,1,3,396,0,1,1
1726,1,2,262,0,1,1
1727,1,4,426,0,1,1
1728,0,4,92,0,0,1
1729,1,2,248,0,1,1
1730,1,3,234,0,1,1
1731,0,3,169,0,1,1
1732,1,4,101,0,0,1
1733,1,4,252,0,1,1
1734,1,3,230,0,1,1
1735,1,1,167,0,1,1
1736,1,4,224,0,1,1
1737,1,3,247,0,1,1
1738,0,2,275,0,1,1
1739,1,5,105,0,0,1
1740,1,4,453,0,1,1
1741,0,3,65,0,0,1
1742,0,5,238,0,1,1
1743,0,4,358,0,1,1
1744,1,2,328,0,1,1
1745,0,3,431,0,1,1
1746,1,1,231,0,1,1
1747,1,5,157,0,1,1
1748,0,1,25,0,0,0
1749,1,5,40,0,0,0
1750,1,3,238,0,1,1
1751,1,5,454,0,1,1
1752,0,7,84,0,1,0
1753,1,4,287,0,1,1
1754,0,2,116,0,1,1
1755,1,7,453,0,1,1
1756,1,3,227,0,1,1
1757,0,5,96,0,0,1
1758,0,4,409,0,1,1
1759,1,5,456,0,1,1
1760,0,3,311,0,1,1
1761,1,5,108,0,1,1
1762,1,3,307,0,1,1
1763,1,2,123,0,1,1
1764,0,5,478,0,1,1
1765,0,7,222,0,1,1
1766,0,5,179,0,1,1
1767,1,4,283,0,1,1
1768,1,5,70,0,1,0
1769,0,4,329,0,1,1
1770,1,4,409,0,1,1
1771,0,3,142,0,1,1
1772,0,5,359,0,1,1
1773,1,4,220,0,1,1
1774,0,2,125,0,1,1
1775,1,5,308,0,1,1
1776,1,5,51,0,0,0
1777,1,4,308,0,1,1
1778,1,5,214,0,1,1
1779,0,3,40,0,0,0
1780,1,3,100,0,1,1
1781,0,3,260,0,1,1
1782,1,2,446,0,1,1
1783,0,2,374,0,1,1
1784,1,2,44,0,0,0
1785,1,3,118,0,1,1
1786,0,5,401,0,1,1
1787,1,1,96,0,0,0
1788,1,5,213,0,1,1
1789,0,7,260,0,1,1
1790,1,5,201,0,1,1
1791,0,3,149,0,1,1
1792,1,3,12,0,0,0
1793,0,3,144,0,1,1
1794,0,3,410,0,1,1
1795,1,3,376,0,1,1
1796,0,7,326,0,1,1
1797,1,3,343,0,1,1
1798,0,1,16,0,0,0
1799,0,3,267,0,1,1
1800,0,4,157,0,1,1
1801,1,3,431,0,1,1
1802,1,3,268,0,1,1
1803,1,5,103,0,1,1
1804,0,3,264,0,1,1
1805,1,1,53,0,1,0
1806,1,5,314,0,1,1
1807,0,3,253,0,1,1
1808,0,5,362,0,1,1
1809,1,4,157,0,1,1
1810,0,5,453,0,1,1
1811,1,3,147,0,1,1
1812,1,5,93,0,0,0
1813,1,2,181,0,1,1
1814,1,5,416,0,1,1
1815,0,4,99,0,0,1
1816,0,2,461,0,1,1
1817,0,4,48,0,0,0
1818,1,2,361,0,1,1
1819,0,3,357,0,1,1
1820,0,2,218,0,1,1
1821,1,3,273,0,1,1
1822,0,2,88,0,0,1
1823,0,7,206,0,1,1
1824,1,3,359,0,1,1
1825,0,4,404,0,1,1
1826,0,4,19,0,0,0
1827,1,3,96,0,0,0
1828,0,3,49,0,0,1
1829,0,4,249,0,1,1
1830,0,3,403,0,1,1
1831,1,4,338,0,1,1
1832,0,4,387,0,1,1
1833,1,2,387,0,1,1
1834,1,1,464,0,1,1
1835,1,3,461,0,1,1
1836,0,4,167,0,1,1
1837,0,3,343,0,1,1
1838,1,3,172,0,1,1
1839,0,5,439,0,1,1
1840,1,2,219,0,1,1
1841,0,5,118,0,1,1
1842,1,5,95,0,1,1
1843,0,5,319,0,1,1
1844,1,2,100,0,1,1
1845,0,3,57,0,0,1
1846,1,5,81,0,1,1
1847,0,4,365,0,1,1
1848,1,4,362,0,1,1
1849,1,2,258,0,1,1
1850,1,3,335,0,1,1
1851,0,5,54,0,0,0
1852,1,5,416,0,1,1
1853,1,5,468,0,1,1
1854,0,5,299,0,1,1
1855,1,5,360,0,1,1
1856,1,1,336,0,1,1
1857,0,3,327,0,1,1
1858,1,4,62,0,0,1
1859,1,1,69,0,0,1
1860,1,4,303,0,1,1
1861,1,5,150,0,1,1
1862,1,3,157,0,1,1
1863,1,5,419,0,1,1
1864,0,3,71,0,0,1
1865,1,1,120,0,1,1
1866,0,5,270,0,1,1
1867,0,2,328,0,1,1
1868,1,2,94,0,1,1
1869,0,4,185,0,1,1
1870,0,4,385,0,1,1
1871,1,4,365,0,1,1
1872,1,1,139,0,1,1
1873,0,4,26,0,0,1
1874,0,2,31,0,0,1
1875,0,3,305,0,1,1
1876,1,1,431,0,1,1
1877,0,5,359,0,1,1
1878,1,2,227,0,1,1
1879,0,3,369,0,1,1
1880,1,5,212,0,1,1
1881,0,5,166,0,1,1
1882,1,2,90,0,1,0
1883,1,4,20,0,0,0
1884,1,4,134,0,1,1
1885,0,5,300,0,1,1
1886,1,7,272,0,1,1
1887,1,4,135,0,1,1
1888,0,1,195,0,1,1
1889,0,3,275,0,1,1
1890,0,2,272,0,1,1
1891,1,7,156,0,1,1
1892,1,4,140,0,1,1
1893,1,2,418,0,1,1
1894,1,3,222,0,1,1
1895,0,3,258,0,1,1
1896,0,1,53,0,0,0
1897,1,4,134,0,1,1
1898,0,5,367,0,1,1
1899,0,4,20,0,0,0
1900,1,4,372,0,1,1
1901,0,2,19,0,0,0
1902,0,2,321,0,1,1
1903,0,3,216,0,1,1
1904,0,2,219,0,1,1
1905,0,4,212,0,1,1
1906,1,5,324,0,1,1
1907,1,5,370,0,1,1
1908,0,5,471,0,1,1
1909,0,4,156,0,1,1
1910,1,4,416,0,1,1
1911,0,3,175,0,1,1
1912,1,4,349,0,1,1
1913,1,4,241,0,1,1
1914,0,4,193,0,1,1
1915,0,2,212,0,1,1
1916,1,4,56,0,0,0
1917,1,3,304,0,1,1
1918,0,4,257,0,1,1
1919,0,3,90,0,1,1
1920,0,4,135,0,1,1
1921,1,3,217,0,1,1
1922,1,4,478,0,1,1
1923,0,4,264,0,1,1
1924,1,5,51,0,0,0
1925,0,2,285,0,1,1
1926,1,4,116,0,1,1
